InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ProductID,Category
INV-584838,STK0005,Jeans,47,2023-01-04,39.0,10096,Netherlands,5,Clothing
INV-706403,STK0002,Laptop,3,2024-07-08,999.0,10008,Germany,2,Electronics
INV-595002,STK0001,Smartphone,19,2025-02-23,499.0,10083,Italy,1,Electronics
INV-492650,STK0007,Blender,29,2024-01-20,45.0,10011,Belgium,7,Home
INV-239449,STK0006,Sneakers,8,2024-06-25,79.0,10017,Netherlands,6,Clothing
INV-975373,STK0001,Smartphone,49,2024-11-20,499.0,10093,Belgium,1,Electronics
INV-544730,STK0009,Desk Lamp,25,2023-12-21,25.0,10020,Norway,9,Home
INV-297636,STK0002,Laptop,3,2025-02-23,999.0,10003,Netherlands,2,Electronics
INV-316092,STK0002,Laptop,7,2024-11-19,999.0,10091,United Kingdom,2,Electronics
INV-356622,STK0001,Smartphone,26,2025-02-11,499.0,10100,United Kingdom,1,Electronics
INV-246942,STK0009,Desk Lamp,19,2024-08-12,25.0,10041,Portugal,9,Home
INV-726962,STK0006,Sneakers,16,2024-11-07,79.0,10067,Netherlands,6,Clothing
INV-533649,STK0005,Jeans,18,2025-06-19,39.0,10095,France,5,Clothing
INV-756401,STK0007,Blender,36,2024-10-20,45.0,10086,Italy,7,Home
INV-923975,STK0009,Desk Lamp,21,2023-11-04,25.0,10049,France,9,Home
INV-891062,STK0009,Desk Lamp,31,2025-05-28,25.0,10091,France,9,Home
INV-944917,STK0008,Toaster,4,2024-07-24,35.0,10068,France,8,Home
INV-507286,STK0004,T-Shirt,17,2025-08-02,19.0,10058,Spain,4,Clothing
INV-196955,STK0009,Desk Lamp,47,2024-01-22,25.0,10087,Portugal,9,Home
INV-732209,STK0001,Smartphone,5,2025-01-11,499.0,10086,Belgium,1,Electronics
INV-327558,STK0008,Toaster,14,2025-07-19,35.0,10002,Netherlands,8,Home
INV-299254,STK0002,Laptop,48,2023-09-06,999.0,10090,Portugal,2,Electronics
INV-837954,STK0004,T-Shirt,26,2025-03-05,19.0,10037,Italy,4,Clothing
INV-588899,STK0009,Desk Lamp,42,2024-06-09,25.0,10064,Ireland,9,Home
INV-203398,STK0008,Toaster,49,2024-01-15,35.0,10041,Italy,8,Home
INV-147936,STK0010,Novel Book,15,2024-07-20,0.0,10075,Portugal,10,Books
INV-854987,STK0007,Blender,19,2024-01-24,45.0,10073,Netherlands,7,Home
INV-623555,STK0009,Desk Lamp,42,2025-02-20,25.0,10063,Ireland,9,Home
INV-583214,STK0003,Headphones,47,2025-01-07,59.0,10070,Ireland,3,Electronics
INV-292988,STK0009,Desk Lamp,42,2025-05-09,25.0,10010,United Kingdom,9,Home
INV-901467,STK0001,Smartphone,27,2023-03-11,499.0,10091,France,1,Electronics
INV-109585,STK0004,T-Shirt,33,2024-10-15,19.0,10086,Portugal,4,Clothing
INV-606676,STK0008,Toaster,-2,2023-01-13,35.0,10003,Belgium,8,Home
INV-857273,STK0005,Jeans,35,2025-04-12,0.0,10090,Italy,5,Clothing
INV-945328,STK0003,Headphones,7,2023-09-04,59.0,10025,Portugal,3,Electronics
INV-652029,STK0005,Jeans,23,2024-01-18,39.0,10052,Ireland,5,Clothing
INV-692447,STK0004,T-Shirt,45,2025-05-18,19.0,10011,United Kingdom,4,Clothing
INV-198042,STK0007,Blender,25,2024-10-14,45.0,10002,France,7,Home
INV-186702,STK0008,Toaster,28,2025-05-28,35.0,10013,Belgium,8,Home
INV-144618,STK0004,T-Shirt,14,2024-08-03,19.0,10061,Norway,4,Clothing
INV-148823,STK0002,Laptop,44,2024-07-31,999.0,10085,United Kingdom,2,Electronics
INV-288066,STK0006,Sneakers,2,2025-02-09,79.0,10092,Italy,6,Clothing
INV-180674,STK0005,Jeans,11,2025-05-19,39.0,10050,Belgium,5,Clothing
INV-447843,STK0007,Blender,49,2024-12-06,45.0,10093,Germany,7,Home
INV-625119,STK0006,Sneakers,4,2023-03-19,79.0,10044,Portugal,6,Clothing
INV-906360,STK0010,Novel Book,39,2023-01-31,12.0,10082,Norway,10,Books
INV-921609,STK0008,Toaster,32,2024-01-20,35.0,10056,France,8,Home
INV-812711,STK0010,Novel Book,43,2023-10-30,12.0,10032,Germany,10,Books
INV-186023,STK0005,Jeans,10,2023-06-07,39.0,10095,Italy,5,Clothing
INV-432061,STK0006,Sneakers,7,2024-03-31,79.0,10047,Norway,6,Clothing
INV-207197,STK0003,Headphones,6,2024-07-22,59.0,10066,Italy,3,Electronics
INV-208310,STK0001,Smartphone,6,2024-09-04,499.0,10042,Italy,1,Electronics
INV-112940,STK0005,Jeans,27,2025-07-11,39.0,10072,Netherlands,5,Clothing
INV-699743,STK0009,Desk Lamp,11,2023-10-03,25.0,10039,Norway,9,Home
INV-617077,STK0003,Headphones,5,2023-11-03,59.0,10062,Germany,3,Electronics
INV-478666,STK0005,Jeans,16,2024-09-23,39.0,10026,Ireland,5,Clothing
INV-212168,STK0003,Headphones,-20,2025-05-11,59.0,10080,Italy,3,Electronics
INV-943135,STK0006,Sneakers,29,2025-05-30,79.0,10084,Portugal,6,Clothing
INV-242736,STK0005,Jeans,21,2024-05-05,39.0,10041,France,5,Clothing
INV-517584,STK0006,Sneakers,19,2024-08-12,79.0,10032,Spain,6,Clothing
INV-494322,STK0005,Jeans,26,2023-07-24,39.0,10076,Belgium,5,Clothing
INV-288667,STK0009,Desk Lamp,2,2024-12-26,25.0,10027,Ireland,9,Home
INV-936433,STK0005,Jeans,45,2025-03-25,39.0,10053,Ireland,5,Clothing
INV-245939,STK0005,Jeans,16,2024-03-09,39.0,10049,Germany,5,Clothing
INV-570880,STK0010,Novel Book,31,2025-08-03,12.0,10089,Italy,10,Books
INV-670053,STK0001,Smartphone,24,2024-08-31,499.0,10082,Germany,1,Electronics
INV-214682,STK0004,T-Shirt,43,2024-09-19,19.0,10006,Portugal,4,Clothing
INV-776364,STK0007,Blender,49,2023-04-19,45.0,10002,Germany,7,Home
INV-371306,STK0004,T-Shirt,33,2024-12-05,19.0,10074,Netherlands,4,Clothing
INV-567432,STK0006,Sneakers,26,2024-12-08,79.0,10065,France,6,Clothing
INV-461724,STK0001,Smartphone,31,2023-03-29,499.0,10015,France,1,Electronics
INV-465249,STK0005,Jeans,22,2024-05-09,39.0,10045,Ireland,5,Clothing
INV-202365,STK0008,Toaster,47,2023-11-04,35.0,10006,Germany,8,Home
INV-123682,STK0006,Sneakers,42,2025-08-10,79.0,10095,Netherlands,6,Clothing
INV-641058,STK0003,Headphones,36,2024-04-18,59.0,10030,Italy,3,Electronics
INV-760351,STK0003,Headphones,12,2023-01-30,59.0,10095,Portugal,3,Electronics
INV-306909,STK0008,Toaster,38,2023-08-08,0.0,10027,Norway,8,Home
INV-888870,STK0002,Laptop,37,2023-07-11,999.0,10047,Spain,2,Electronics
INV-306647,STK0008,Toaster,8,2024-06-24,35.0,10082,Spain,8,Home
INV-725969,STK0007,Blender,40,2023-12-27,45.0,10059,Portugal,7,Home
INV-280908,STK0005,Jeans,40,2023-11-17,39.0,10016,Netherlands,5,Clothing
INV-420214,STK0002,Laptop,12,2024-02-02,999.0,10054,Portugal,2,Electronics
INV-244564,STK0010,Novel Book,25,2024-07-04,12.0,10089,France,10,Books
INV-681868,STK0003,Headphones,32,2025-05-12,59.0,10058,Portugal,3,Electronics
INV-156215,STK0006,Sneakers,1,2024-01-29,79.0,10072,Belgium,6,Clothing
INV-784793,STK0008,Toaster,27,2025-05-10,35.0,10057,Ireland,8,Home
INV-275377,STK0002,Laptop,37,2023-10-27,999.0,10005,Norway,2,Electronics
INV-335765,STK0009,Desk Lamp,19,2025-01-30,25.0,10099,Ireland,9,Home
INV-676429,STK0009,Desk Lamp,8,2024-07-10,25.0,10047,Belgium,9,Home
INV-962570,STK0001,Smartphone,49,2024-03-11,499.0,10014,Netherlands,1,Electronics
INV-412170,STK0001,Smartphone,29,2023-03-31,499.0,10057,Germany,1,Electronics
INV-913308,STK0004,T-Shirt,14,2023-12-26,19.0,10091,Portugal,4,Clothing
INV-763508,STK0007,Blender,11,2025-04-13,45.0,10027,United Kingdom,7,Home
INV-697766,STK0006,Sneakers,35,2023-11-28,79.0,10091,Norway,6,Clothing
INV-403387,STK0010,Novel Book,18,2025-07-10,12.0,10087,Germany,10,Books
INV-242175,STK0007,Blender,4,2023-05-10,45.0,10090,France,7,Home
INV-361805,STK0003,Headphones,46,2025-05-13,59.0,10087,Italy,3,Electronics
INV-613234,STK0003,Headphones,37,2024-01-20,59.0,10058,Germany,3,Electronics
INV-764406,STK0002,Laptop,26,2025-06-17,999.0,10048,Ireland,2,Electronics
INV-611751,STK0006,Sneakers,-38,2025-01-20,79.0,10012,Ireland,6,Clothing
INV-765678,STK0006,Sneakers,5,2024-03-15,79.0,10028,Ireland,6,Clothing
INV-381581,STK0006,Sneakers,19,2024-08-02,79.0,10063,Spain,6,Clothing
INV-815707,STK0001,Smartphone,3,2024-04-15,499.0,10003,Germany,1,Electronics
INV-999312,STK0003,Headphones,29,2024-03-14,59.0,10026,France,3,Electronics
INV-781571,STK0005,Jeans,11,2023-04-06,39.0,10084,Spain,5,Clothing
INV-362552,STK0002,Laptop,24,2023-02-23,999.0,10051,Norway,2,Electronics
INV-861253,STK0004,T-Shirt,28,2023-01-02,19.0,10028,Ireland,4,Clothing
INV-181724,STK0003,Headphones,38,2023-01-10,59.0,10002,Spain,3,Electronics
INV-956800,STK0002,Laptop,28,2023-08-23,999.0,10050,Germany,2,Electronics
INV-866260,STK0002,Laptop,7,2023-05-21,999.0,10049,France,2,Electronics
INV-772741,STK0003,Headphones,5,2024-10-27,0.0,10022,Ireland,3,Electronics
INV-468247,STK0004,T-Shirt,41,2024-09-22,19.0,10088,Ireland,4,Clothing
INV-327797,STK0002,Laptop,7,2025-01-17,999.0,10050,Spain,2,Electronics
INV-550246,STK0006,Sneakers,9,2023-09-12,79.0,10071,Portugal,6,Clothing
INV-729153,STK0010,Novel Book,19,2025-05-18,12.0,10085,Norway,10,Books
INV-315425,STK0009,Desk Lamp,39,2023-10-30,25.0,10083,United Kingdom,9,Home
INV-921875,STK0004,T-Shirt,32,2024-10-15,19.0,10077,Germany,4,Clothing
INV-653948,STK0001,Smartphone,24,2025-05-31,499.0,10073,Italy,1,Electronics
INV-483162,STK0009,Desk Lamp,44,2025-02-27,25.0,10010,United Kingdom,9,Home
INV-715895,STK0002,Laptop,1,2023-03-03,999.0,10051,Belgium,2,Electronics
INV-400404,STK0009,Desk Lamp,50,2023-03-26,25.0,10082,Belgium,9,Home
INV-663772,STK0010,Novel Book,10,2024-06-07,12.0,10027,France,10,Books
INV-662445,STK0006,Sneakers,26,2024-10-27,79.0,10088,Germany,6,Clothing
INV-425236,STK0007,Blender,47,2023-09-08,45.0,10012,Italy,7,Home
INV-221620,STK0008,Toaster,40,2025-01-29,35.0,10085,France,8,Home
INV-225245,STK0001,Smartphone,46,2024-05-23,0.0,10045,Belgium,1,Electronics
INV-642347,STK0005,Jeans,11,2025-06-13,39.0,10035,Germany,5,Clothing
INV-908903,STK0001,Smartphone,22,2023-03-07,499.0,10034,Portugal,1,Electronics
INV-758015,STK0002,Laptop,32,2024-05-26,999.0,10073,France,2,Electronics
INV-485548,STK0003,Headphones,17,2024-11-21,59.0,10093,Germany,3,Electronics
INV-339499,STK0009,Desk Lamp,1,2023-09-08,25.0,10006,Ireland,9,Home
INV-481657,STK0007,Blender,10,2023-02-06,45.0,10071,Italy,7,Home
INV-335421,STK0006,Sneakers,16,2023-10-05,79.0,10010,Portugal,6,Clothing
INV-490917,STK0002,Laptop,33,2023-08-17,999.0,10067,United Kingdom,2,Electronics
INV-520400,STK0002,Laptop,30,2023-11-15,999.0,10042,Germany,2,Electronics
INV-679958,STK0008,Toaster,1,2025-03-14,35.0,10039,Portugal,8,Home
INV-354367,STK0008,Toaster,24,2025-03-02,35.0,10100,Netherlands,8,Home
INV-868043,STK0009,Desk Lamp,49,2025-08-12,25.0,10053,United Kingdom,9,Home
INV-344315,STK0009,Desk Lamp,23,2023-01-10,25.0,10043,United Kingdom,9,Home
INV-895794,STK0007,Blender,48,2024-06-26,45.0,10031,Italy,7,Home
INV-615929,STK0001,Smartphone,10,2025-08-01,499.0,10030,Belgium,1,Electronics
INV-533121,STK0006,Sneakers,30,2023-04-08,79.0,10065,France,6,Clothing
INV-768169,STK0007,Blender,5,2024-11-09,45.0,10017,Netherlands,7,Home
INV-405844,STK0005,Jeans,21,2025-05-01,39.0,10095,Spain,5,Clothing
INV-433507,STK0008,Toaster,18,2023-05-20,35.0,10100,Portugal,8,Home
INV-214266,STK0003,Headphones,7,2024-02-21,59.0,10016,Belgium,3,Electronics
INV-475691,STK0004,T-Shirt,29,2023-05-03,19.0,10012,France,4,Clothing
INV-946826,STK0005,Jeans,46,2025-05-05,39.0,10042,France,5,Clothing
INV-195643,STK0004,T-Shirt,23,2023-11-03,19.0,10034,France,4,Clothing
INV-132591,STK0007,Blender,29,2023-04-07,45.0,10060,Germany,7,Home
INV-942946,STK0003,Headphones,-8,2023-08-16,59.0,10017,Netherlands,3,Electronics
INV-963684,STK0007,Blender,24,2023-03-28,45.0,10075,Portugal,7,Home
INV-371393,STK0002,Laptop,2,2024-10-23,999.0,10057,France,2,Electronics
INV-196446,STK0006,Sneakers,8,2023-06-22,79.0,10074,Italy,6,Clothing
INV-961599,STK0007,Blender,32,2023-06-26,45.0,10046,Netherlands,7,Home
INV-296242,STK0005,Jeans,18,2024-09-20,39.0,10080,Portugal,5,Clothing
INV-357724,STK0005,Jeans,32,2023-03-04,39.0,10012,Norway,5,Clothing
INV-501620,STK0003,Headphones,27,2024-06-22,59.0,10032,Belgium,3,Electronics
INV-933456,STK0001,Smartphone,25,2024-07-11,499.0,10063,Spain,1,Electronics
INV-693128,STK0009,Desk Lamp,21,2023-11-23,25.0,10077,Netherlands,9,Home
INV-130726,STK0005,Jeans,4,2024-01-02,39.0,10099,Portugal,5,Clothing
INV-344068,STK0003,Headphones,7,2024-06-30,59.0,10095,United Kingdom,3,Electronics
INV-901164,STK0004,T-Shirt,37,2023-12-30,19.0,10023,France,4,Clothing
INV-348041,STK0010,Novel Book,21,2025-07-24,12.0,10076,United Kingdom,10,Books
INV-837623,STK0006,Sneakers,37,2023-07-12,79.0,10064,Belgium,6,Clothing
INV-424065,STK0003,Headphones,32,2024-09-08,59.0,10029,United Kingdom,3,Electronics
INV-652021,STK0008,Toaster,1,2025-04-05,35.0,10017,Spain,8,Home
INV-851763,STK0003,Headphones,21,2024-12-22,59.0,10019,Germany,3,Electronics
INV-987599,STK0009,Desk Lamp,24,2024-11-09,25.0,10051,Portugal,9,Home
INV-205939,STK0006,Sneakers,20,2025-01-19,79.0,10056,Ireland,6,Clothing
INV-780714,STK0006,Sneakers,12,2025-06-29,79.0,10079,Spain,6,Clothing
INV-334081,STK0010,Novel Book,12,2023-10-29,12.0,10017,France,10,Books
INV-864234,STK0001,Smartphone,45,2025-02-28,499.0,10073,United Kingdom,1,Electronics
INV-290926,STK0010,Novel Book,21,2023-08-15,12.0,10082,Portugal,10,Books
INV-209167,STK0008,Toaster,10,2023-12-22,35.0,10041,France,8,Home
INV-767090,STK0002,Laptop,46,2023-12-10,999.0,10058,United Kingdom,2,Electronics
INV-378095,STK0004,T-Shirt,16,2025-03-16,19.0,10014,United Kingdom,4,Clothing
INV-150486,STK0007,Blender,29,2025-06-24,45.0,10053,Ireland,7,Home
INV-497108,STK0006,Sneakers,35,2025-03-18,79.0,10074,Netherlands,6,Clothing
INV-270557,STK0008,Toaster,5,2023-01-21,35.0,10041,Norway,8,Home
INV-209812,STK0002,Laptop,22,2025-01-19,999.0,10010,Belgium,2,Electronics
INV-197627,STK0006,Sneakers,39,2024-12-22,79.0,10004,Italy,6,Clothing
INV-785386,STK0003,Headphones,39,2023-04-14,59.0,10043,Netherlands,3,Electronics
INV-299212,STK0007,Blender,45,2024-07-07,45.0,10034,Norway,7,Home
INV-411847,STK0004,T-Shirt,7,2025-05-10,19.0,10063,France,4,Clothing
INV-157152,STK0006,Sneakers,1,2024-11-08,79.0,10081,Portugal,6,Clothing
INV-603660,STK0004,T-Shirt,7,2023-10-26,19.0,10011,Ireland,4,Clothing
INV-984756,STK0002,Laptop,20,2025-07-05,999.0,10085,Norway,2,Electronics
INV-195563,STK0009,Desk Lamp,25,2024-01-14,25.0,10024,Ireland,9,Home
INV-146784,STK0005,Jeans,29,2023-10-03,39.0,10073,United Kingdom,5,Clothing
INV-258471,STK0002,Laptop,6,2024-02-28,999.0,10097,Portugal,2,Electronics
INV-338564,STK0009,Desk Lamp,4,2024-03-04,25.0,10069,Ireland,9,Home
INV-700534,STK0004,T-Shirt,31,2025-05-24,19.0,10092,United Kingdom,4,Clothing
INV-626491,STK0010,Novel Book,34,2024-09-27,12.0,10019,Germany,10,Books
INV-893969,STK0008,Toaster,12,2023-08-05,35.0,10025,France,8,Home
INV-144748,STK0007,Blender,6,2025-04-22,45.0,10081,France,7,Home
INV-974625,STK0010,Novel Book,17,2025-04-06,12.0,10009,Germany,10,Books
INV-506951,STK0009,Desk Lamp,26,2024-06-16,25.0,10059,United Kingdom,9,Home
INV-924758,STK0010,Novel Book,38,2024-02-29,12.0,10020,France,10,Books
INV-694116,STK0010,Novel Book,38,2025-08-05,12.0,10014,Portugal,10,Books
INV-917411,STK0002,Laptop,19,2025-06-17,999.0,10053,Norway,2,Electronics
INV-501650,STK0008,Toaster,37,2023-10-10,35.0,10052,France,8,Home
INV-748276,STK0010,Novel Book,44,2025-06-29,12.0,10043,Netherlands,10,Books
INV-151685,STK0008,Toaster,18,2025-04-17,35.0,10039,Norway,8,Home
INV-393964,STK0008,Toaster,45,2023-08-22,35.0,10018,Norway,8,Home
INV-879850,STK0008,Toaster,50,2024-03-02,35.0,10078,Germany,8,Home
INV-297064,STK0008,Toaster,14,2024-05-11,35.0,10098,Belgium,8,Home
INV-492073,STK0001,Smartphone,33,2024-12-27,499.0,10065,Italy,1,Electronics
INV-242239,STK0009,Desk Lamp,37,2025-05-02,25.0,10026,United Kingdom,9,Home
INV-361609,STK0001,Smartphone,30,2023-07-23,499.0,10036,Spain,1,Electronics
INV-963508,STK0008,Toaster,33,2024-11-28,35.0,10004,Netherlands,8,Home
INV-490559,STK0008,Toaster,39,2024-04-30,35.0,10076,Belgium,8,Home
INV-466749,STK0006,Sneakers,11,2025-04-30,79.0,10089,Germany,6,Clothing
INV-398916,STK0001,Smartphone,25,2025-03-09,499.0,10028,Netherlands,1,Electronics
INV-778827,STK0004,T-Shirt,44,2024-06-09,19.0,10003,United Kingdom,4,Clothing
INV-597126,STK0003,Headphones,42,2023-08-18,59.0,10033,Portugal,3,Electronics
INV-944193,STK0005,Jeans,46,2024-03-09,39.0,10049,Spain,5,Clothing
INV-581294,STK0005,Jeans,14,2025-04-24,39.0,10080,Italy,5,Clothing
INV-712879,STK0002,Laptop,1,2025-05-13,999.0,10048,Belgium,2,Electronics
INV-778787,STK0010,Novel Book,39,2024-05-08,12.0,10009,Spain,10,Books
INV-389913,STK0006,Sneakers,18,2025-07-02,79.0,10084,Norway,6,Clothing
INV-297509,STK0003,Headphones,34,2025-04-04,59.0,10077,Italy,3,Electronics
INV-792616,STK0006,Sneakers,44,2024-05-24,79.0,10038,Norway,6,Clothing
INV-538897,STK0007,Blender,25,2024-08-08,45.0,10025,Spain,7,Home
INV-861842,STK0004,T-Shirt,44,2025-07-17,19.0,10086,Spain,4,Clothing
INV-631958,STK0005,Jeans,11,2023-07-05,39.0,10038,Germany,5,Clothing
INV-593649,STK0003,Headphones,48,2025-02-20,59.0,10024,Spain,3,Electronics
INV-786224,STK0002,Laptop,15,2023-11-11,999.0,10054,Spain,2,Electronics
INV-489737,STK0005,Jeans,38,2024-04-26,39.0,10007,Portugal,5,Clothing
INV-708502,STK0010,Novel Book,5,2023-05-03,12.0,10088,Italy,10,Books
INV-655575,STK0005,Jeans,27,2023-05-21,39.0,10026,Spain,5,Clothing
INV-529068,STK0010,Novel Book,30,2023-07-04,12.0,10100,Germany,10,Books
INV-611265,STK0006,Sneakers,41,2023-03-01,79.0,10001,Ireland,6,Clothing
INV-386814,STK0004,T-Shirt,49,2023-06-12,19.0,10063,Germany,4,Clothing
INV-235691,STK0010,Novel Book,28,2024-05-03,12.0,10050,United Kingdom,10,Books
INV-139557,STK0009,Desk Lamp,13,2025-07-02,25.0,10042,Belgium,9,Home
INV-299834,STK0001,Smartphone,-44,2023-08-20,499.0,10089,Spain,1,Electronics
INV-427252,STK0003,Headphones,7,2023-06-21,59.0,10009,United Kingdom,3,Electronics
INV-412687,STK0005,Jeans,30,2023-12-12,39.0,10056,France,5,Clothing
INV-459381,STK0008,Toaster,23,2025-07-17,35.0,10052,United Kingdom,8,Home
INV-339513,STK0004,T-Shirt,47,2023-01-23,19.0,10076,Belgium,4,Clothing
INV-277193,STK0002,Laptop,24,2024-01-20,999.0,10082,Norway,2,Electronics
INV-908713,STK0009,Desk Lamp,40,2024-11-08,25.0,10014,United Kingdom,9,Home
INV-150578,STK0002,Laptop,27,2023-09-16,999.0,10061,France,2,Electronics
INV-315477,STK0001,Smartphone,20,2024-06-16,499.0,10035,Portugal,1,Electronics
INV-735053,STK0003,Headphones,27,2025-01-06,59.0,10080,Germany,3,Electronics
INV-396439,STK0002,Laptop,7,2025-03-07,999.0,10034,Belgium,2,Electronics
INV-311469,STK0006,Sneakers,46,2024-07-15,79.0,10064,Netherlands,6,Clothing
INV-821634,STK0008,Toaster,22,2023-04-02,0.0,10015,Portugal,8,Home
INV-801520,STK0008,Toaster,10,2023-03-18,35.0,10093,Germany,8,Home
INV-368322,STK0004,T-Shirt,30,2024-04-20,19.0,10007,Germany,4,Clothing
INV-952679,STK0003,Headphones,3,2024-11-24,59.0,10041,Italy,3,Electronics
INV-874415,STK0002,Laptop,7,2023-01-10,999.0,10018,France,2,Electronics
INV-444625,STK0006,Sneakers,29,2025-01-20,79.0,10012,Spain,6,Clothing
INV-954551,STK0006,Sneakers,12,2024-04-12,79.0,10035,Italy,6,Clothing
INV-823415,STK0008,Toaster,27,2023-04-26,35.0,10017,United Kingdom,8,Home
INV-985364,STK0003,Headphones,7,2025-04-01,59.0,10073,Ireland,3,Electronics
INV-290065,STK0010,Novel Book,25,2025-06-02,12.0,10088,France,10,Books
INV-606545,STK0008,Toaster,8,2023-03-06,35.0,10034,Spain,8,Home
INV-112960,STK0009,Desk Lamp,50,2023-08-18,25.0,10086,Spain,9,Home
INV-644315,STK0009,Desk Lamp,45,2024-11-08,25.0,10094,Netherlands,9,Home
INV-605339,STK0006,Sneakers,43,2025-05-09,79.0,10072,Portugal,6,Clothing
INV-157216,STK0001,Smartphone,42,2024-04-25,499.0,10064,France,1,Electronics
INV-178501,STK0008,Toaster,21,2023-02-21,35.0,10065,Netherlands,8,Home
INV-677236,STK0007,Blender,26,2024-03-30,45.0,10074,Ireland,7,Home
INV-192295,STK0008,Toaster,29,2025-02-02,35.0,10084,United Kingdom,8,Home
INV-207629,STK0007,Blender,27,2025-04-25,45.0,10012,Portugal,7,Home
INV-749137,STK0005,Jeans,33,2024-04-12,39.0,10044,Spain,5,Clothing
INV-965401,STK0001,Smartphone,15,2025-02-24,499.0,10080,Portugal,1,Electronics
INV-596116,STK0006,Sneakers,46,2024-11-05,79.0,10029,United Kingdom,6,Clothing
INV-457938,STK0006,Sneakers,41,2024-06-18,79.0,10048,Germany,6,Clothing
INV-148001,STK0003,Headphones,32,2025-01-08,59.0,10053,Germany,3,Electronics
INV-366641,STK0010,Novel Book,13,2024-02-07,12.0,10028,Ireland,10,Books
INV-964607,STK0004,T-Shirt,46,2023-02-17,19.0,10082,Portugal,4,Clothing
INV-229204,STK0008,Toaster,30,2023-05-18,35.0,10064,United Kingdom,8,Home
INV-656127,STK0001,Smartphone,36,2024-05-09,499.0,10066,France,1,Electronics
INV-825423,STK0010,Novel Book,12,2024-02-01,12.0,10085,Portugal,10,Books
INV-735605,STK0006,Sneakers,33,2024-09-15,79.0,10089,Netherlands,6,Clothing
INV-386886,STK0007,Blender,22,2023-05-17,45.0,10018,Italy,7,Home
INV-731792,STK0009,Desk Lamp,20,2023-11-18,25.0,10092,Belgium,9,Home
INV-763311,STK0004,T-Shirt,13,2024-12-04,19.0,10045,France,4,Clothing
INV-844904,STK0003,Headphones,33,2024-12-28,59.0,10015,Spain,3,Electronics
INV-689593,STK0008,Toaster,38,2024-03-03,35.0,10087,Belgium,8,Home
INV-399817,STK0007,Blender,1,2023-05-29,45.0,10007,United Kingdom,7,Home
INV-309612,STK0005,Jeans,49,2024-11-30,39.0,10033,France,5,Clothing
INV-980155,STK0001,Smartphone,45,2024-07-08,499.0,10005,Spain,1,Electronics
INV-953568,STK0008,Toaster,7,2024-07-29,35.0,10029,Belgium,8,Home
INV-507777,STK0004,T-Shirt,33,2023-10-22,19.0,10089,United Kingdom,4,Clothing
INV-500118,STK0007,Blender,27,2023-11-17,45.0,10071,United Kingdom,7,Home
INV-113595,STK0005,Jeans,13,2025-06-10,39.0,10057,Netherlands,5,Clothing
INV-764575,STK0006,Sneakers,49,2023-07-21,79.0,10100,Netherlands,6,Clothing
INV-408467,STK0008,Toaster,12,2023-06-27,35.0,10095,Belgium,8,Home
INV-225151,STK0007,Blender,3,2023-05-14,45.0,10021,Portugal,7,Home
INV-987110,STK0005,Jeans,1,2023-06-08,39.0,10006,France,5,Clothing
INV-438302,STK0010,Novel Book,4,2025-05-13,12.0,10085,Norway,10,Books
INV-614379,STK0010,Novel Book,36,2023-11-22,12.0,10068,Netherlands,10,Books
INV-292800,STK0009,Desk Lamp,5,2024-07-10,25.0,10069,Italy,9,Home
INV-196411,STK0006,Sneakers,15,2023-12-06,79.0,10047,Norway,6,Clothing
INV-329056,STK0010,Novel Book,34,2025-02-09,12.0,10084,United Kingdom,10,Books
INV-220294,STK0006,Sneakers,29,2025-07-29,79.0,10080,Netherlands,6,Clothing
INV-141814,STK0006,Sneakers,25,2024-01-31,79.0,10033,Belgium,6,Clothing
INV-859143,STK0005,Jeans,2,2024-01-19,39.0,10066,Belgium,5,Clothing
INV-567200,STK0008,Toaster,3,2023-11-25,35.0,10066,Germany,8,Home
INV-200617,STK0003,Headphones,50,2023-03-09,0.0,10027,Netherlands,3,Electronics
INV-818699,STK0007,Blender,7,2025-06-18,45.0,10095,Italy,7,Home
INV-777968,STK0002,Laptop,48,2025-01-04,999.0,10043,United Kingdom,2,Electronics
INV-191772,STK0002,Laptop,4,2023-03-14,999.0,10074,Netherlands,2,Electronics
INV-371212,STK0007,Blender,25,2023-11-20,45.0,10003,Italy,7,Home
INV-806004,STK0002,Laptop,-35,2023-03-06,999.0,10097,Portugal,2,Electronics
INV-147727,STK0002,Laptop,23,2025-03-16,999.0,10088,Norway,2,Electronics
INV-736030,STK0002,Laptop,19,2024-02-09,999.0,10085,United Kingdom,2,Electronics
INV-597012,STK0003,Headphones,35,2025-03-26,59.0,10070,Norway,3,Electronics
INV-764845,STK0003,Headphones,20,2025-03-25,59.0,10094,Spain,3,Electronics
INV-111691,STK0009,Desk Lamp,36,2024-08-09,25.0,10077,Italy,9,Home
INV-663244,STK0009,Desk Lamp,6,2025-07-14,25.0,10093,Spain,9,Home
INV-322022,STK0007,Blender,42,2023-07-08,45.0,10029,Portugal,7,Home
INV-975297,STK0005,Jeans,13,2024-08-03,39.0,10007,Belgium,5,Clothing
INV-583671,STK0009,Desk Lamp,5,2023-04-11,25.0,10026,Portugal,9,Home
INV-610856,STK0006,Sneakers,23,2023-04-13,79.0,10037,Portugal,6,Clothing
INV-173199,STK0004,T-Shirt,21,2024-11-06,19.0,10040,Portugal,4,Clothing
